Fri Feb 18 16:08:50 2022    log.dat

         31905354 function calls (30848552 primitive calls) in 54.070 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/arrayobj.py:2105(array_dtype)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/asyncio/coroutines.py:36(CoroWrapper)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/instructions.py:719(descr)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backend_tools.py:28(Cursors)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/typed/dictimpl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/logging/__init__.py:1413(setLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\options\mip.py:6(MipOptions)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/atoms/affine/wraps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/atoms/norm_inf.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/ufunc/array_exprs.py:390(ExprKernel)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:606(__init__)
        1    0.000    0.000    0.001    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/requests/api.py:3(<module>)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/magic.py:212(_function_magic_marker)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:10(Gcf)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/traitlets/traitlets.py:894(validate)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/unsafe/bytes.py:27(impl)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/parso/parser.py:101(BaseParser)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/utils/wildcard.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:402(OrderedCmpOp)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/logging/__init__.py:1510(findCaller)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/constraints/power.py:132(PowConeND)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/font/base.py:295(__init__)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/sentry_sdk/api.py:59(scopemethod)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:11(DataModel)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/magic.py:178(_method_magic_marker)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_argument_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/integration/sagemaker/config.py:10(parse_sm_config)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/styles/style.py:362(_MergedStyle)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/index/util.py:58(post_clear_cache)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backends/_backend_tk.py:367(new_timer)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/handler_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/envs/registration.py:135(spec)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/patches.py:1237(Arrow)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/pythonapi.py:297(err_format)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/socket.py:493(_real_close)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/npydecl.py:168(NumpyRulesArrayOperator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/casadi/casadi.py:20079(CodeGenerator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/sentry_sdk/consts.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/values.py:622(basic_blocks)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/dateutil/rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/mathtext.py:99(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/rcsetup.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/parso/python/tree.py:1075(Param)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/transforms.py:1548(get_matrix)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/typed/typedobjectutils.py:107(_container_get_data)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/urllib3/util/ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/window/event.py:47(WindowEventLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\options\mexcomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_variable_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/fastmathpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/edoardo-ghignone/pbl_f110_gym/gym/f110_gym/envs/f110_env.py:70(F110Env)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/interpolate/interpolate.py:332(interp1d)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/yaml/representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/patches.py:709(Rectangle)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:298(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/atoms/harmonic_mean.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/lib/npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\options\regularization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/mathdecl.py:115(Math_gcd)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:27(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/constraints/nonpos.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/errors/__init__.py:55(DockerError)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\nlp\symbolicDataStorer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/layout.py:441(_InlineElementBox)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/ir.py:1278(insert_before_terminator)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/font/fontconfig.py:344(dispose)
        1    0.000    0.000    0.005    0.005 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pygments/lexers/__init__.py:42(_load_lexers)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/lib/ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/atoms/norm1.py:24(norm1)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/plots/part_of_speech.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/click/utils.py:102(LazyFile)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/rewrites/static_raise.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/sparse/linalg/isolve/iterative.py:120(combine)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/atoms/norm_inf.py:24(norm_inf)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/ctypes_utils.py:34(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/plots/heatmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/urllib3/_collections.py:47(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\options\python_packages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:544(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/yaml/events.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\options\accuracy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/cvxcore/python/cvxcore.py:681(IntIntMap)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/error/located_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_operation_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_input_field_names.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/terminal/ipapp.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backends/_backend_tk.py:565(set_message)
        1    0.000    0.000    0.004    0.004 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/arrayobj.py:4371(get_first_item)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/io/_fortran.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/qp2quad_form/atom_canonicalizers/quad_over_lin_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/dateutil/__init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       11    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/magic_arguments.py:198(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/types.py:475(BaseStructType)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tkinter/__init__.py:4014(__del__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/payload.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/window/xlib/__init__.py:536(_update_view_size)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_fragment_names.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/text/layout.py:280(_AbstractBox)
        1    0.000    0.000    0.034    0.034 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/solvers/conic_solvers/scipy_conif.py:45(import_solver)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/graphics/__init__.py:600(Group)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\options\linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/cvxcore/python/cvxcore.py:257(IntVector)
        1    0.000    0.000    0.002    0.002 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/backends/qt_editor/figureoptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/callconv.py:326(CPUCallConv)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/pathlib.py:373(gethomedir)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/urllib3/connectionpool.py:104(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 /home/gnone/edoardo-ghignone/pbl_f110_gym/gym/f110_gym/envs/rewards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/atoms/dist_ratio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/font/freetype_lib.py:89(FT_BBox)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/utils/strdispatch.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/interpreter.py:1561(op_INPLACE_XOR)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/traitlets/config/loader.py:723(_DefaultOptionDict)
